MistoPoskytovaniId,ZdravotnickeZarizeniId,Kod,NazevZarizeni,DruhZarizeni,Obec,Psc,Ulice,CisloDomovniOrientacni,Kraj,KrajCode,Okres,OkresCode,SpravniObvod,PoskytovatelTelefon,PoskytovatelFax,PoskytovatelEmail,PoskytovatelWeb,Ico,TypOsoby,PravniFormaKod,KrajCodeSidlo,OkresCodeSidlo,ObecSidlo,PscSidlo,UliceSidlo,CisloDomovniOrientacniSidlo,OborPece,FormaPece,DruhPece,OdbornyZastupce,Lat,Lng
120839,71859,1.83074E+12,DermaEsthetic s.r.o.,Samostatná ordinace lékaře specialisty,Praha 6,16100,Žukovského,887/4,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20774E+11,,hanasulcova@seznam.cz,http://www.dermaesthetic.cz/,1830741,2,112,CZ010,CZ0100,Praha 6,16100,Navigátorů,621/3,dermatovenerologie,ambulantní péče,,"MUDr. Hana Šulcová, MBA",50.09068854,14.30888324
227681,71849,2.99783E+12,Kubi-dent s.r.o.,Samostatná ordinace PL - stomatologa,Praha 3,13000,Chrudimská,2526/2a,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20261E+11,,info@stomatolozka.cz,http://www.stomatolozka.cz,2997827,2,112,CZ010,CZ0100,Praha 4,13000,Chrudimská,2526/2,zubní lékařství,ambulantní péče,,Daniela Kubizňáková,50.07727722,14.46280737
190790,71840,2.80272E+12,MUDr. Daniel Dvořák,Samost. ordinace všeob. prakt. lékaře,Praha 4,14000,Budějovická,1126/9,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,,,dvorakdan@centrum.cz,http://www.mudrdanieldvorak.cz/,2802724,1,,CZ010,CZ0100,Praha 4,14200,Sulická,1597/48,všeobecné praktické lékařství,ambulantní péče,,,50.04725617,14.44598263
123107,71831,2.84339E+13,KYKO med s.r.o.,Samostatná ordinace lékaře specialisty,Praha 8,18100,Tišická,396/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,4.2072E+11,,info@kykomed.cz,http://www.kykomed.cz,28433939,2,112,CZ010,CZ0100,Praha 8,18100,Tišická,396/1,"Fyzioterapeut, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, chirurgie",ambulantní péče,,Jan Kryštůfek,50.14037388,14.43146596
118062,71804,7.00783E+13,"Mgr. Karolína Kotovská, klinický psycholog a psychoterapeut",Samostatné zařízení psychologa,Praha 11,14900,K Hrnčířům,263,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 11,4.20225E+11,,,,70078297,1,,CZ010,CZ0100,Praha 4,14900,Leopoldova,2042/26,Klinický psycholog,ambulantní péče,,,50.0116444,14.5136566
121838,71770,2.63031E+12,Natalia Stepanova,Samostatná ordinace PL - stomatologa,Praha 12,14200,U Kamýku,1001/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 12,,,,,2630311,1,,CZ010,CZ0100,Praha 4,14200,U Kamýku,1001/6,zubní lékařství,ambulantní péče,,,50.01733653,14.43537603
123561,71768,2.50383E+13,MEDICDENT s.r.o.,Samostatná ordinace PL - stomatologa,Praha 9,19000,Kurta Konráda,2445/7,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 9,4.20774E+11,,medicdent@seznam.cz,http://www.medicdent.cz,25038311,2,112,CZ010,CZ0100,Praha 8,18200,Lhotákova,2421/2,zubní lékařství,ambulantní péče,,Khatuna Shanshashvili,50.10457848,14.48821037
123571,71757,2.42631E+13,REHAFIT Praha s.r.o.,Samostatné zařízení fyzioterapeuta,Praha 8,18100,Mazurská,484/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,4.20284E+11,,rhbinfo@centrum.cz,,24263061,2,112,CZ010,CZ0100,Praha 8,18200,Čumpelíkova,1764/2,Fyzioterapeut,specializovaná ambulantní péče,,Ondřej Ambrož,50.126793,14.4155825
205904,71752,7.13207E+13,doc. MUDr. Eva Závadová CSc.,Samostatná ordinace lékaře specialisty,Praha 2,12800,Na slupi,448/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 2,,,ezavadova@seznam.cz,,71320733,1,,CZ010,CZ0100,Praha 6,16000,Václavkova,505/30,"vnitřní lékařství, alergologie a klinická imunologie",ambulantní péče,,,50.06924295,14.42039115
119174,71751,6.45745E+13,BIO-GEN spol. s r.o.,Samostatná ordinace lékaře specialisty,Praha 21,19016,Oplanská,2614,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 21,4.20726E+11,,tomas.kvasnicka@seznam.cz,,64574458,2,112,CZ010,CZ0100,Praha 21,19016,Bečvářská,1569,"vnitřní lékařství, hematologie a transfúzní lékařství",ambulantní péče,,"prof.MUDr. Jan Kvasnička, DrSc.",50.07765403,14.64763132
122364,71749,2.96562E+12,Dentální centrum Londýnská s.r.o.,Samostatná ordinace PL - stomatologa,Praha 2,12000,Londýnská,135/29,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 2,4.20223E+11,,info@dczolarek.cz,http://www.dczolarek.cz,2965623,2,112,CZ010,CZ0100,Praha 5,12000,Londýnská,135/29,"Dentální hygienistka, zubní lékařství",ambulantní péče,,Valentin Yugay,50.07255277,14.43448872
123529,71748,3.06269E+12,City Dental Care s.r.o.,Samostatná ordinace PL - stomatologa,Praha 6,16000,Zavadilova,1296/5,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20737E+11,,info@cdc-klinika.cz,http://www.cdc-klinika.cz,3062694,2,112,CZ010,CZ0100,Praha 6,16000,Zavadilova,1296/5,zubní lékařství,ambulantní péče,,MDDr. Martin Karlíček,50.09803032,14.37426131
123562,71745,2.34179E+12,EHX-RAY s.r.o.,Samostatná ordinace lékaře specialisty,Praha 4,14100,Božkovská,2967/4,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,4.20234E+11,,evahled@seznam.cz,,2341794,2,112,CZ010,CZ0100,Praha 8,18100,Mazurská,484/2,radiologie a zobrazovací metody,ambulantní péče,,MUDr. Eva Hledíková,50.04501022,14.48702318
123507,71743,2.34179E+12,EHX-RAY s.r.o.,Samostatná ordinace lékaře specialisty,Praha 8,18100,Mazurská,484/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,4.20234E+11,,evahled@seznam.cz,,2341794,2,112,CZ010,CZ0100,Praha 8,18100,Mazurská,484/2,radiologie a zobrazovací metody,ambulantní péče,,MUDr. Eva Hledíková,50.126793,14.4155825
123598,71739,2.84497E+12,"Veronika Töpferová, DiS., Studio Maminka",Samostatné zařízení nelékaře - jiné,Praha 11,14900,Machkova,1642/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 11,4.20775E+11,,studiomaminka@centrum.cz,,2844966,1,,CZ010,CZ0100,Praha 4,14800,Nad rybníčky,1130/37,Porodní asistentka,"ambulantní péče, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská",ošetřovatelská péče,,50.03269157,14.51327417
123576,71733,2.99937E+12,MUDr. Andrea PROKOPIUSOVÁ,Samost. ordinace všeob. prakt. lékaře,Praha 6,16000,Jugoslávských partyzánů,1089/15,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,,,,,2999374,1,,CZ010,CZ0100,Praha 6,16000,Jugoslávských partyzánů,1089/15,všeobecné praktické lékařství,ambulantní péče,,,50.1063798,14.39438263
123595,71732,2.8632E+12,Dencare a.s.,Samostatná ordinace PL - stomatologa,Praha 8,18100,Mazurská,484/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,,,marta.jezova@gmail.cz,,2863201,2,121,CZ010,CZ0100,Praha 6,16000,Terronská,896/52,"ortodoncie, zubní lékařství",ambulantní péče,,MUDr. Marta Ježová,50.126793,14.4155825
123563,71731,8.89297E+13,"Mirela Kenická, DiS., dentální hygiena",Samostatné zařízení nelékaře - jiné,Praha 5,15000,Ostrovského,253/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 5,4.20728E+11,,mirelakenicka@gmail.com,http://dhmk.cz,88929655,1,,CZ020,CZ020A,Jinočany,25225,Máchova,316,Dentální hygienistka,ambulantní péče,,,50.06864532,14.40277442
123579,71730,7.43352E+13,"MUDr. Filip Bochníček, zubní lékař",Samostatná ordinace PL - stomatologa,Praha 11,14800,Šustova,1930/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 11,,,,,74335219,1,,CZ010,CZ0100,Praha 10,10200,Vajdova,1038/4,zubní lékařství,ambulantní péče,,,50.02746438,14.48933373
120193,71693,1.95812E+12,MUDr. Veronika Štrosová,Samost. ordinace všeob. prakt. lékaře,Praha 13,15500,Ke zdravotnímu středisku,447/9,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 13,4.20252E+11,,praktik.reporyje@seznam.cz,,1958119,1,,CZ010,CZ0100,Praha 5,15500,Ke zdravotnímu středisku,447/9,všeobecné praktické lékařství,ambulantní péče,,,50.03378308,14.3149822
192033,71692,3.04377E+12,MUDr. Irena Rybišarová,Samostatná ordinace PL - stomatologa,Praha 8,18200,Březenská,2466/2,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,4.20223E+11,,rybisarovairena@seznam.cz,http://www.zubyvpraze.cz,3043771,1,,CZ010,CZ0100,Praha 8,18200,Březenská,2466/2,zubní lékařství,ambulantní péče,,,50.12868848,14.48357474
123546,71691,3.09098E+12,MDDr. Kristina Vernerová,Samostatná ordinace PL - stomatologa,Praha 2,12000,Moravská,1687/34,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 2,,,vernerovakristina@gmail.com,http://www.kvdent.cz,3090981,1,,CZ010,CZ0100,Praha 2,12000,Moravská,1687/34,zubní lékařství,ambulantní péče,,,50.07432448,14.44508225
120926,71689,2.71728E+12,OtoRhiLa s.r.o.,Samostatná ordinace lékaře specialisty,Praha 6,16900,Pod Marjánkou,1906/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20233E+11,,ochroma@seznam.cz,,2717280,2,112,CZ010,CZ0100,Praha 6,16200,Na dračkách,903/33,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",ambulantní péče,,MUDr. Olga Chromá,50.0847467,14.36617628
122471,71688,2.71728E+12,OtoRhiLa s.r.o.,Samostatná ordinace lékaře specialisty,Praha 6,16200,Stamicova,1968,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20233E+11,,ochroma@seznam.cz,,2717280,2,112,CZ010,CZ0100,Praha 6,16200,Na dračkách,903/33,"otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku",ambulantní péče,,MUDr. Olga Chromá,50.08978038,14.35789289
123108,71687,2.71882E+12,OrtoAmbulance s.r.o.,Samostatná ordinace lékaře specialisty,Praha 6,16900,Pod Marjánkou,1906/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20233E+11,,hellmet@centrum.cz,,2718821,2,112,CZ010,CZ0100,Praha 6,16200,Na dračkách,903/33,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",ambulantní péče,,MUDr. Lukáš Chromý,50.0847467,14.36617628
123492,71686,2.74523E+13,NOVODENT s.r.o.,Samostatná ordinace PL - stomatologa,Praha 14,19800,Vodňanská,1656,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 14,4.20224E+11,,recepce@novodent.cz,http://www.novodent.cz,27452310,2,112,CZ010,CZ0100,Praha 14,19800,Vodňanská,1656,"Dentální hygienistka, zubní lékařství",ambulantní péče,,MUDr. Marcel Novotný,50.10798961,14.56252376
121059,71684,2.66326E+12,"A&B Medical - estetická dermatologie, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 5,15000,Ostrovského,253/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 5,,,a-cerna@centrum.cz,http://abmedical.cz,2663261,2,112,CZ010,CZ0100,Praha 5,15200,Štěpařská,809/24,dermatovenerologie,ambulantní péče,,Alena Černá,50.06864532,14.40277442
122189,71683,2.98303E+12,"Kardiologie Vinohrady, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 2,12000,Budečská,2165/33,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 2,,,,http://kardiov.cz,2983028,2,112,CZ010,CZ0100,Praha 2,12000,Budečská,2165/33,"vnitřní lékařství, kardiologie",specializovaná ambulantní péče,,"Sylvie Richterová, Vladimír Hraboš",50.07648678,14.44182804
123564,71682,2.94326E+12,"NKDental, s.r.o.",Samostatná ordinace PL - stomatologa,Praha 21,19014,Kunčická,28,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 21,4.20282E+11,,nkdental@seznam.cz,,2943255,2,112,CZ010,CZ0100,Praha 21,19014,Kunčická,28,zubní lékařství,ambulantní péče,,Kateryna Novynenko,50.0964173,14.66949131
123378,71680,7.22521E+13,"MUDr. Ivetta Serbinová, psychiatrie",Samostatná ordinace lékaře specialisty,Praha 2,12000,Karlovo náměstí,319/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 2,,,,,72252138,1,,CZ020,CZ020A,Měchenice,25206,Na Vyhlídce,299,psychiatrie,ambulantní péče,,,50.07395587,14.41852587
123535,71679,2.37E+12,"MySmile Dentistry, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 5,15200,Krškova,807/21,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 5,4.20776E+11,,info@nmysmile.cz,http://www.mysmile.cz,2370000,2,112,CZ010,CZ0100,Praha 5,15200,Krškova,807/21,"ortodoncie, zubní lékařství",ambulantní péče,,MUDr. Lusine Samsonyanová,50.0331624,14.37498263
123525,71678,2.67045E+12,Dětská ordinace Barrandov s.r.o.,Sam.ord.prakt.lékaře pro děti a dorost,Praha 5,15200,Krškova,807/21,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 5,4.20777E+11,,detska.amb@seznam.cz,http://www.lekar-deti.cz,2670445,2,112,CZ010,CZ0100,Praha 5,15200,Krškova,807/21,praktické lékařství pro děti a dorost,ambulantní péče,,Kristýna Snášelová,50.0331624,14.37498263
207166,71676,2.83767E+12,MUDr. Vít Káca,Samostatná ordinace PL - stomatologa,Praha 3,13000,Přemyslovská,2331/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 3,,,kristian@email.cz,https://www.vitkaca.cz/,2837668,1,,CZ010,CZ0100,Praha 3,13000,Přemyslovská,2331/12,zubní lékařství,ambulantní péče,,,50.0780128,14.45355217
120201,71675,2.93514E+12,"MUDr. Jiří Dokoupil, ortopedie a traumatologie pohybového ústrojí",Samostatná ordinace lékaře specialisty,Praha 6,16900,Pod Marjánkou,1906/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,,,,,2935139,1,,CZ010,CZ0100,Praha 6,16900,Pod Marjánkou,1906/12,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",ambulantní péče,,,50.0847467,14.36617628
119067,71659,8.74957E+11,Centrum služeb pro rodinu a dítě a dětský domov Charlotty Masarykové,"Dětský domov pro děti do 3 let, Samostatné zařízení fyzioterapeuta",Praha 16,15600,U Včely,176,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 16,4.20258E+11,,reditel@ddzbraslav.cz,http://www.ddzbraslav.cz,874957,2,331,CZ010,CZ0100,Praha 16,15600,U Včely,176,"Fyzioterapeut, Klinický logoped, Klinický psycholog, praktické lékařství pro děti a dorost",ambulantní péče,,"Blanka Řiháčková, Janetta Šamárková, Jitka Vávrová, Žaneta Fišerová",49.96950666,14.38775094
122955,71537,1.46514E+12,"OFTEX oční centrum Praha, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 6,16100,Žukovského,887/4,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20233E+11,,korda@oftex.cz,,1465139,2,112,CZ010,CZ0100,Praha 6,11800,Loretánské náměstí,102/8,oftalmologie,ambulantní péče,,Marina Charikova,50.09068854,14.30888324
192070,71534,3.03704E+12,MUDr. Zuzana Krausová s.r.o.,Samost. ordinace všeob. prakt. lékaře,Praha 4,14000,Krčská,1079/59,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,4.20241E+11,,ordinace.krausova@volny.cz,,3037037,2,112,CZ010,CZ0100,Praha 4,14000,Krčská,1079/59,všeobecné praktické lékařství,ambulantní péče,,Zuzana Krausová,50.04228831,14.44162797
119811,71530,4.57552E+13,MUDr. Milan Handl Ph.D.,Samostatná ordinace lékaře specialisty,Praha 1,11000,Pštrossova,1923/10,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 1,4.20233E+11,,,,45755167,1,,CZ010,CZ0100,Praha 1,11000,Pštrossova,1923/10,ortopedie a traumatologie pohybového ústrojí,ambulantní péče,,,50.07831728,14.41625197
121056,71518,2.47345E+12,"Janoušek Radim MUDr.,Ph.D.",Samostatná ordinace lékaře specialisty,Praha 4,14200,K Novému dvoru,230/18,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,,,janousekradim@seznam.cz,,2473445,1,,CZ010,CZ0100,Praha 4,14200,K Novému dvoru,230/18,radiologie a zobrazovací metody,ambulantní péče,,,50.02029554,14.44917632
242037,71491,3.04814E+12,"Kožní ambulance Zárubova, s.r.o.",Samostatná ordinace lékaře specialisty,Praha 4,14200,Údolní,316/94,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,4.20242E+11,,kozni.zarubova@gmail.com,,3048136,2,112,CZ010,CZ0100,Praha 12,14200,Údolní,316/94,dermatovenerologie,ambulantní péče,,Jitka Řezáčová,50.02511069,14.42197865
123491,71486,2.94293E+12,ORL-KAMÝK s.r.o.,Samostatná ordinace lékaře specialisty,Praha 12,14200,Zárubova,498/31,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 12,4.20728E+11,,info@orlzarubova.cz,https://www.orlzarubova.cz/,2942933,2,112,CZ010,CZ0100,Praha 12,14200,Zárubova,498/31,"otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku",ambulantní péče,,MUDr. Jitka Hroboňová,50.01519649,14.43522609
120529,71477,2.89549E+13,OG MEDICAL CARE s.r.o.,Poskytovatel amb. služeb (do 5 oborů),Praha 1,11000,Vodičkova,699/30,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 1,4.20224E+11,4.20224E+11,info@ogmedical.cz,http://www.oggroup.cz/cz/,28954947,2,112,CZ010,CZ0100,Praha 1,11000,Vodičkova,699/30,"vnitřní lékařství, rehabilitační a fyzikální medicína, praktické lékařství pro děti a dorost, gynekologie a porodnictví, dermatovenerologie",ambulantní péče,,Petr Luzum,50.08090988,14.42463934
122212,71475,2.82753E+12,"Fagron Lékárna Holding s.r.o., Lékárna Galenika",Lékárna,Praha 6,16900,Radimova,2322/40,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20252E+11,,info@lekarnagalenika.cz,http://www.lekarnagalenika.cz,2827531,2,112,CZ071,CZ0712,Olomouc,77900,Holická,1098/31,praktické lékárenství,,lékárenská péče,Vítězslav Mizera,50.08775394,14.36607024
121095,71464,2.55753E+12,MUDr. Lucie Mynářová,Sam.ord.prakt.lékaře pro děti a dorost,Praha 3,13000,Hartigova,2495/221,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 3,,,MUDR.MYNAROVA@SEZNAM.CZ,http://www.mudr.mynarova.com,2557533,1,,CZ010,CZ0100,Praha 3,13000,Hartigova,2495/221,praktické lékařství pro děti a dorost,ambulantní péče,,,50.09255413,14.49115174
122419,71463,2.59891E+12,Chirurgie Řepy s.r.o.,Samostatná ordinace lékaře specialisty,Praha 17,16300,Žufanova,1113/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 17,4.20736E+11,,chirurgie.repy@seznam.cz,www.chirurgie-repy.cz,2598906,2,112,CZ010,CZ0100,Praha 17,16300,Žufanova,1113/3,chirurgie,ambulantní péče,,MUDr. Pavel Šlechta,50.0684008,14.30817309
121153,71462,2.82979E+12,MEDICAL DOCTOR s.r.o.,Samost. ordinace všeob. prakt. lékaře,Praha 5,15200,Krškova,807/21,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 5,4.20252E+11,,"mhurtova@email.cz, eva.olexova@genecure.cz",http://www.medicaldoctor.medkontakt.cz,2829789,2,112,CZ010,CZ0100,Praha 5,15200,Krškova,807/21,všeobecné praktické lékařství,ambulantní péče,,Šárka Kaločová,50.0331624,14.37498263
123308,71461,2.99932E+12,Dětský lékař Kartouzská s.r.o.,Sam.ord.prakt.lékaře pro děti a dorost,Praha 5,15000,Kartouzská,204/6,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 5,4.20257E+11,,detskylekar.kartouzska@gmail.com,,2999323,2,112,CZ010,CZ0100,Praha 5,15000,Astlova,3205/1,praktické lékařství pro děti a dorost,ambulantní péče,,"MUDr. Dagmar Frösslová, MUDr. Helena Tichá",50.07427676,14.40153974
123569,71460,3.00319E+12,healthy smile s.r.o.,Samostatná ordinace PL - stomatologa,Praha 8,18100,Tišická,396/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 8,4.20726E+11,,TEREZA.HAVRANKOVA.DENT@GMAIL.COM,http://www.healthy-smile.cz,3003191,2,112,CZ010,CZ0100,Praha 8,18100,Tišická,396/1,zubní lékařství,ambulantní péče,,MDDr. Tereza Havránková,50.14037388,14.43146596
123551,71459,2.47617E+13,SemaLab Medical s.r.o.,Samostatná stomatologická laboratoř,Praha 13,15500,Podohradská,1704/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 13,,,,,24761702,2,112,CZ010,CZ0100,Praha 13,15500,Podohradská,1704/1,Zubní technik,ambulantní péče,,Sergej Yurchenko,50.04377565,14.33976876
121494,71458,2.90258E+13,YURMAXDENTAL s.r.o.,Samostatná ordinace PL - stomatologa,Praha 13,15500,Podohradská,1704/1,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 13,,,,www.yurmax.cz,29025826,2,112,CZ010,CZ0100,Praha 13,15500,Podohradská,1704/1,zubní lékařství,ambulantní péče,,Sergey Yurchenko,50.04377565,14.33976876
122420,71456,2.32285E+12,"MUDr. Jana Dostálová - dětská lékařka, s.r.o.",Sam.ord.prakt.lékaře pro děti a dorost,Praha 9,19000,Sokolovská,810/304,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 9,4.20266E+11,,j.dostalova@volny.cz,http://www.detskalekarka.org,2322846,2,112,CZ010,CZ0100,Praha 9,19000,Sokolovská,810/304,praktické lékařství pro děti a dorost,ambulantní péče,,MUDr. Jana Dostálová,50.10827738,14.49452927
208479,71451,2.96285E+12,Lensi Praha s.r.o.,Samostatná ordinace lékaře specialisty,Praha 4,14200,Novodvorská,434/149,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,,,tomas.holohlavsky@seznam.cz,http://www.ocnilekarpraha.cz,2962853,2,112,CZ020,CZ020A,Červený Újezd,27351,Na Dráze,304,oftalmologie,ambulantní péče,,Klára Samková,50.02464328,14.43498398
120492,71449,2.64257E+12,MUDr. Pavel Šebor,Samost. ordinace všeob. prakt. lékaře,Praha 4,14200,Tajovského,1310/4,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 4,4.20241E+11,,dr.sebor@seznam.cz,,2642565,1,,CZ010,CZ0100,Praha 4,14200,Tajovského,1310/4,všeobecné praktické lékařství,ambulantní péče,,,50.02173316,14.45406585
122173,71425,4.24368E+13,"MUDr. Marie Součková, Ortopedie, podiatrie a traumatologie pohybového aparátu",Samostatná ordinace lékaře specialisty,Praha 1,11000,Maiselova,25/4,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 1,4.20602E+11,,ortopediesouckova@seznam.cz,http://www.ortopediesouckova.cz,42436788,1,,CZ010,CZ0100,Praha 1,11000,Maiselova,25/4,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",ambulantní péče,,,50.08811471,14.41905161
123169,71378,2.3391E+12,MUDr. Marcel Drlík,Samostatná ordinace lékaře specialisty,Praha 2,12000,Karlovo náměstí,319/3,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 2,4.20222E+11,4.20222E+11,objednani@thklinika.cz,http://www.thklinika.cz,2339102,1,,CZ010,CZ0100,Praha 2,12000,Karlovo náměstí,319/3,dětská urologie,ambulantní péče,,,50.07395587,14.41852587
120499,71356,2.50942E+13,"J + K Mělník, s.r.o.",Samostatná stomatologická laboratoř,Praha 7,17000,Tovární,1342/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 7,4.20726E+11,,jakub@jsceramic.cz,http://www.jsceramic.cz,25094190,2,112,CZ020,CZ0206,Mělník,27601,Zádušní,2927,Zubní technik,ambulantní péče,,"Jakub Šopinec, DiS.",50.10238721,14.44656629
122512,71341,1.5065E+12,"Medicínské centrum Skalka, s.r.o.",Poskytovatel amb. služeb (do 5 oborů),Praha 10,10000,Nedvězská,2223/29,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 10,4.20275E+11,,mediskalka@seznam,http://medi-centrum.cz,1506498,2,112,CZ010,CZ0100,Praha 10,10000,Nedvězská,2223/29,"Fyzioterapeut, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, chirurgie",ambulantní péče,,"Mgr. Daniela Ďurčeková, MUDr. Veronika Petercová",50.06885399,14.50457841
244093,71335,2.79624E+12,Rehabilitace pro vývojové vady dětí s.r.o.,Samostatné zařízení fyzioterapeuta,Praha 9,19000,Litvínovská,300/7,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,,,,jaroslava.snederflerova@seznam.cz,http://rehabilitace-detskych-vad.cz,2796244,2,112,CZ010,CZ0100,Praha 6,16900,Na Malovance,531/16,Fyzioterapeut,specializovaná ambulantní péče,,Jaroslava Šnederflerová,50.12206016,14.48619921
193787,71323,2.76129E+13,"AMALIYA, s.r.o.",Samostatná stomatologická laboratoř,Praha 6,16000,Zelená,1606/12,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 6,4.20774E+11,,mee20002000@mail.ru,,27612929,2,112,CZ010,CZ0100,Praha 6,16100,Žukovského,854/3,Zubní technik,ambulantní péče,,Evgeny Mishin,50.10715082,14.39341679
204743,71300,2.63518E+12,DermaMedEst s.r.o.,Samostatná ordinace lékaře specialisty,Praha 1,12000,Karlovo náměstí,313/8,Hlavní město Praha,CZ010,Hlavní město Praha,CZ0100,Praha 1,4.20604E+11,,dermatologie.sestra@seznam.cz,www.l-dermamedest.cz,2635178,2,112,CZ010,CZ0100,Praha 1,12000,Karlovo náměstí,313/8,"korektivní dermatologie, dermatovenerologie",ambulantní péče,,Lucie Jarešová,50.07495577,14.41873432
